Name,City,CuisineStyle,Ranking,Rating,NumberofReviews
Van Gogh Museum Cafe,Amsterdam,"['Cafe', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",202,4,687
Manneken Pis Amsterdam,Amsterdam,"['Dutch', 'Fast Food', 'Vegetarian Friendly', 'Vegan Options']",203,4,1222
Cannibale Royale Ruysdaelkade,Amsterdam,"['American', 'Steakhouse', 'Bar', 'Barbecue', 'European', 'Grill']",204,4.5,220
Grizzly,Amsterdam,"['American', 'Bar', 'European', 'Pub', 'Vegetarian Friendly']",205,4,306
Saturnino,Amsterdam,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",206,4,601
Tasty Asia,Amsterdam,"['Chinese', 'Sushi', 'Asian', 'Thai', 'Vegetarian Friendly']",207,4.5,150
Brouwerij Troost de Pijp,Amsterdam,"['Dutch', 'Bar', 'European', 'Pub', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",208,4.5,211
Tulsi Indian Restaurant,Amsterdam,"['Indian', 'Asian', 'Balti', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",209,4.5,87
Bazar,Amsterdam,"['Moroccan', 'Mediterranean', 'Turkish', 'Middle Eastern', 'Tunisian', 'Persian', 'Vegetarian Friendly', 'Vegan Options', 'Halal', 'Gluten Free Options']",210,4,1348
SkyLounge,Amsterdam,"['Dutch', 'Bar', 'European', 'Wine Bar', 'Vegetarian Friendly']",211,4,1637
Serre Restaurant,Amsterdam,"['French', 'European', 'Central European', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",212,4.5,343
de Bijenkorf Kitchen Amsterdam,Amsterdam,"['International', 'Sushi', 'Italian', 'Grill', 'Vegetarian Friendly', 'Vegan Options']",213,4,357
BORRL Kitchen,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'European', 'Diner', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",214,4.5,132
Latei,Amsterdam,"['European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",215,4.5,268
Elkaar,Amsterdam,"['French', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",216,4.5,175
O'Reilly's Irish Pub,Amsterdam,"['Irish', 'Bar', 'European', 'Pub', 'Vegetarian Friendly']",217,4,582
Maoz Vegetarian,Amsterdam,"['Fast Food', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",218,4.5,619
MR PORTER,Amsterdam,"['Steakhouse', 'European', 'Grill', 'Vegetarian Friendly', 'Gluten Free Options']",219,4,403
Boca's,Amsterdam,"['Dutch', 'Bar', 'European', 'Vegetarian Friendly']",220,4.5,271
Bulls and Dogs,Amsterdam,"['American', 'Bar', 'European', 'Vegetarian Friendly']",221,4.5,191
Trattoria Caprese Amsterdam,Amsterdam,"['Italian', 'European', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",222,4,749
Casa di David,Amsterdam,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",223,4,1046
Nooch,Amsterdam,"['Chinese', 'Japanese', 'Sushi', 'Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",224,4,402
Puri Mas,Amsterdam,"['Asian', 'Indonesian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",225,4,552
John Dory fish restaurant,Amsterdam,"['Dutch', 'Seafood', 'European', 'Gluten Free Options']",226,4.5,101
Humphrey's Spuistraat,Amsterdam,"['French', 'Dutch', 'European', 'International', 'Vegetarian Friendly', 'Gluten Free Options']",227,4,505
Proeflokaal A. van Wees,Amsterdam,"['Dutch', 'Bar', 'European', 'Gastropub', 'Cafe', 'Vegetarian Friendly']",228,4.5,201
Amigo Restaurant,Amsterdam,"['Steakhouse', 'Barbecue', 'Grill', 'Argentinean', 'Vegetarian Friendly']",229,4.5,97
Sampurna,Amsterdam,"['Asian', 'Indonesian', 'Vegetarian Friendly', 'Vegan Options']",230,4,818
EN Japanese kitchen & sake bar,Amsterdam,"['Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",231,4.5,131
Restaurant Girassol,Amsterdam,"['Mediterranean', 'European', 'Portuguese', 'Vegetarian Friendly', 'Gluten Free Options']",232,4.5,200
St James's Gate Irish Pub,Amsterdam,"['Irish', 'Bar', 'European', 'British', 'Pub', 'Gastropub', 'Vegetarian Friendly']",233,4,710
Benny’s Chicken,Amsterdam,"['Dutch', 'Fast Food', 'Barbecue', 'European', 'Street Food', 'Halal']",234,5,88
Pikoteo,Amsterdam,"['Mediterranean', 'European', 'Spanish', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",235,4.5,128
Restaurant Anna,Amsterdam,"['European', 'Vegetarian Friendly', 'Gluten Free Options']",236,4,493
Shah-jahan,Amsterdam,"['Indian', 'Asian', 'Balti', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",237,4.5,208
Cafe Restaurant In de Buurt,Amsterdam,"['Dutch', 'Bar', 'European', 'International', 'Vegetarian Friendly', 'Gluten Free Options']",238,4.5,346
Restaurant Sinne,Amsterdam,"['French', 'Dutch', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",239,4.5,194
Original Stroopwafels,Amsterdam,"['Dutch', 'Fast Food']",240,5,75
Salmuera,Amsterdam,"['South American', 'Mexican', 'Steakhouse', 'Latin', 'Barbecue', 'Argentinean', 'Central American', 'Gluten Free Options']",241,4.5,204
Pizzeria Fuoco Vivo,Amsterdam,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",242,4.5,391
Snappers,Amsterdam,"['Bar', 'European', 'International']",243,4.5,364
Blushing Amsterdam,Amsterdam,"['Dutch', 'Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",244,4,542
Auberge Jean & Marie,Amsterdam,"['French', 'European', 'Wine Bar', 'Vegetarian Friendly', 'Gluten Free Options']",245,4.5,99
Corner Bakery Amsterdam,Amsterdam,"['Dutch', 'Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",246,4.5,210
Cafe P96,Amsterdam,"['Bar', 'Cafe', 'Pub', 'Dutch', 'European', 'Vegetarian Friendly', 'Vegan Options']",247,4.5,171
The Butcher,Amsterdam,"['American', 'Fast Food', 'Vegetarian Friendly']",248,4,650
Ristorante Due Napoletani,Amsterdam,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",249,4.5,202
Loetje Centraal,Amsterdam,"['Steakhouse', 'Dutch', 'Bar', 'European', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",250,4,827
Indrapura,Amsterdam,"['Asian', 'Indonesian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",251,4,1074
De Duvel,Amsterdam,"['Dutch', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",252,4.5,235
Drovers Dog,Amsterdam,"['Bar', 'European', 'Australian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",253,4.5,256
Bake My Day,Amsterdam,"['Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",254,4.5,183
Jaspers,Amsterdam,"['Dutch', 'European', 'French', 'Gluten Free Options']",255,5,126
Klaver 4 ontbijt- en lunchcafe,Amsterdam,"['Dutch', 'Cafe', 'European', 'Gastropub', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",256,4.5,140
5&33,Amsterdam,"['Italian', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",257,4,399
Little Collins,Amsterdam,"['Australian', 'European', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",258,4.5,265
Oresti's Taverna,Amsterdam,"['Mediterranean', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",259,4.5,342
Mata Hari,Amsterdam,"['Dutch', 'Bar', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",260,4,373
Restaurant 't Zwaantje,Amsterdam,"['French', 'Dutch', 'European', 'Central European', 'Vegetarian Friendly']",261,4,471
Sefa Grill Restaurant,Amsterdam,"['Fast Food', 'European', 'Turkish', 'Middle Eastern', 'Vegetarian Friendly', 'Halal', 'Vegan Options']",262,4.5,78
Ali Ocakbasi,Amsterdam,"['Mediterranean', 'Barbecue', 'Turkish', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal', 'Gluten Free Options']",263,4.5,255
Hannekes Boom,Amsterdam,"['Dutch', 'Bar', 'European', 'Pub', 'Vegetarian Friendly']",264,4,349
Ron Gastrobar,Amsterdam,"['French', 'Dutch', 'European', 'Delicatessen', 'Vegetarian Friendly', 'Gluten Free Options']",265,4,796
Cafe de Jaren,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'European', 'International', 'Vegetarian Friendly', 'Vegan Options']",266,4,1079
Hard Rock Cafe Amsterdam,Amsterdam,"['Barbecue', 'American', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",267,4,6777
Dabka,Amsterdam,"['Lebanese', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal', 'Gluten Free Options']",268,4,306
Restaurant Envy,Amsterdam,"['European', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",269,4,951
Hotel de Goudfazant,Amsterdam,"['French', 'Dutch', 'European', 'Fusion', 'Vegetarian Friendly', 'Gluten Free Options']",270,4.5,389
Amigo Argentijns Restaurant,Amsterdam,"['Steakhouse', 'Barbecue', 'Grill', 'Argentinean', 'South American', 'Gluten Free Options']",271,4.5,310
Pulitzer's Bar,Amsterdam,"['Bar', 'European']",272,4.5,160
Dubbel Restaurant,Amsterdam,"['Dutch', 'Bar', 'European', 'Central European', 'Vegetarian Friendly']",273,4,392
SLA Westerstraat,Amsterdam,"['European', 'Healthy', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",274,4.5,157
Foodism,Amsterdam,"['Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",275,4.5,257
Sluizer Restaurants,Amsterdam,"['Dutch', 'Seafood', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",276,4.5,466
Bolenius,Amsterdam,"['Dutch', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",277,4.5,212
Kessens,Amsterdam,"['Dutch', 'Cafe', 'European', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",278,4.5,118
Burger Bar,Amsterdam,"['American', 'Fast Food']",279,4.5,323
Cafe Hans en Grietje,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'European', 'Pub', 'Vegetarian Friendly', 'Gluten Free Options']",280,4,349
Eye,Amsterdam,"['Dutch', 'European', 'Contemporary', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",281,4,424
Taiko,Amsterdam,"['Japanese', 'Sushi', 'Asian', 'Fusion', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options']",282,4.5,274
Excalibur Cafe,Amsterdam,,283,4.5,204
Restaurant Vermeer,Amsterdam,"['European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",284,4.5,310
Rozengeur,Amsterdam,"['Middle Eastern', 'Persian', 'Vegetarian Friendly', 'Halal', 'Gluten Free Options']",285,5,44
Pho Vietnamese Restaurant & Noodle Bar,Amsterdam,"['Asian', 'Vietnamese', 'Soups', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",286,4.5,206
Gauchos,Amsterdam,"['Steakhouse', 'Barbecue', 'European', 'Argentinean', 'South American']",287,4,246
SUMO Sushi & Grill Restaurant,Amsterdam,"['Japanese', 'Seafood', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",288,4,976
Steakhouse Tango Grill,Amsterdam,"['Steakhouse', 'Barbecue', 'European', 'Argentinean']",289,4.5,94
Kantjil & de Tijger,Amsterdam,"['Asian', 'Indonesian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",290,4,2078
Cafe Bern,Amsterdam,"['Dutch', 'Swiss', 'European', 'Central European', 'Vegetarian Friendly']",291,4.5,187
Burgermeester,Amsterdam,"['American', 'Fast Food', 'European', 'Vegetarian Friendly']",292,4,523
Paskamer,Amsterdam,"['Mediterranean', 'European', 'Wine Bar', 'Bar', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",293,4.5,132
Willems,Amsterdam,"['French', 'European', 'Dutch', 'Vegetarian Friendly', 'Gluten Free Options']",294,4.5,151
Tibetaanse restaurant Tibet,Amsterdam,"['Chinese', 'Asian', 'Tibetan', 'Vegetarian Friendly', 'Vegan Options']",295,4,507
ROYAL98,Amsterdam,"['Italian', 'Bar', 'Pizza', 'International', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",296,4.5,241
De Brabantse Aap,Amsterdam,"['Dutch', 'Bar', 'European', 'Pub', 'Vegetarian Friendly']",297,4,339
Sea Palace,Amsterdam,"['Chinese', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",298,4,1895
Ichi-E,Amsterdam,"['Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",299,4,349
New King,Amsterdam,"['Chinese', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",300,4,1103
Bickers aan de Werf,Amsterdam,"['Dutch', 'European', 'Contemporary', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",301,4.5,165
El Vino,Amsterdam,"['Mexican', 'Argentinean', 'South American', 'Vegetarian Friendly']",302,4,496
Teds,Amsterdam,"['Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",303,4.5,211
Cafe Toussaint,Amsterdam,"['Cafe', 'European', 'Dutch', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options']",304,4.5,273
Cafe Oporto,Amsterdam,['Pub'],305,4.5,104
Pompstation,Amsterdam,"['French', 'Dutch', 'European', 'International', 'Vegetarian Friendly', 'Gluten Free Options']",306,4,304
Brunchroom,Amsterdam,"['Dutch', 'Cafe', 'European', 'Healthy', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",307,4.5,95
Buffet Van Odette,Amsterdam,"['Dutch', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",308,4,482
Belushi's,Amsterdam,"['Bar', 'European', 'Pub', 'International', 'Vegetarian Friendly']",309,4.5,241
Royal Thai Restaurant,Amsterdam,"['Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",310,4,322
Wagamama,Amsterdam,"['Japanese', 'Asian', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",311,4,820
Ron Gastrobar Oriental,Amsterdam,"['International', 'Chinese', 'Asian', 'Vegetarian Friendly', 'Gluten Free Options']",312,4,279
Meatless District,Amsterdam,"['European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",313,4.5,124
Brasserie de Joffers,Amsterdam,"['Dutch', 'European', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options']",314,4,254
Il Primo Ristorante,Amsterdam,"['Mediterranean', 'Italian', 'Pizza', 'European', 'Vegetarian Friendly', 'Vegan Options']",315,4,598
Albert Heijn,Amsterdam,"['Dutch', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",316,4.5,183
Parallel Amsterdam,Amsterdam,"['Mediterranean', 'Spanish', 'Bar', 'European', 'Vegetarian Friendly']",317,5,39
De Hummus House,Amsterdam,"['Mediterranean', 'Middle Eastern', 'Israeli', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",318,4.5,160
Mount Everest Tandoori,Amsterdam,"['Indian', 'Asian', 'Nepali', 'Vegetarian Friendly', 'Vegan Options']",319,5,39
Metropolitain,Amsterdam,"['Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",320,4.5,147
Wolf Atelier,Amsterdam,"['Dutch', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",321,4.5,193
Vasso,Amsterdam,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",322,4.5,305
Verona Ristorante Italiano,Amsterdam,"['Mediterranean', 'Italian', 'Pizza', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",323,4.5,137
Burgerlijk Amsterdams,Amsterdam,"['American', 'Fast Food', 'Vegetarian Friendly']",324,4.5,265
Tomo Sushi,Amsterdam,"['Grill', 'Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Gluten Free Options']",325,4.5,203
Loetje Oost,Amsterdam,"['Steakhouse', 'Dutch', 'European', 'International']",326,4,270
Bluespoon,Amsterdam,"['Dutch', 'European', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options']",327,4.5,285
Campo Di Fiori,Amsterdam,"['Italian', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",328,4,339
Ter Marsch & Co - Amsterdam,Amsterdam,"['American', 'Bar', 'European', 'Vegetarian Friendly']",329,4.5,218
Mappa,Amsterdam,"['Italian', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",330,4,242
Restaurant Dwars,Amsterdam,"['Dutch', 'European', 'Gluten Free Options', 'Vegetarian Friendly']",331,4.5,318
Frenzi,Amsterdam,"['Italian', 'Vegetarian Friendly', 'Gluten Free Options']",332,4,330
Bar-B Burgers 'N' Beer Bar,Amsterdam,"['American', 'Bar', 'Vegetarian Friendly', 'Gluten Free Options']",333,4,344
Cafe Koosje,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'European', 'Pub', 'Vegetarian Friendly', 'Gluten Free Options']",334,4,299
Indian Sky,Amsterdam,"['Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",335,4.5,294
Bubbles & Wines Wine and Champagne Bar,Amsterdam,"['European', 'Wine Bar', 'International', 'Delicatessen']",336,4.5,243
Cafe Stevens,Amsterdam,"['Dutch', 'Bar', 'European', 'Pub', 'Cafe', 'Vegetarian Friendly']",337,4.5,171
Brasserie van Baerle,Amsterdam,"['French', 'European', 'International', 'Vegetarian Friendly', 'Gluten Free Options']",338,4.5,263
Market 33,Amsterdam,"['Italian', 'Japanese', 'International', 'Sushi', 'Asian', 'Thai', 'Street Food', 'European', 'Vegetarian Friendly', 'Vegan Options']",339,4.5,70
La Festa,Amsterdam,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly']",340,4.5,243
Incanto,Amsterdam,"['Italian', 'European', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options']",341,4.5,422
Rijksmuseum Cafe,Amsterdam,"['Dutch', 'Cafe', 'European', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",342,4,1065
&Samhoud Places,Amsterdam,"['International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",343,4.5,261
Tijger & de Vis,Amsterdam,"['Dutch', 'Seafood', 'European', 'Vegetarian Friendly']",344,4.5,79
Harlem Soul Food,Amsterdam,"['American', 'Bar', 'European', 'Pub', 'Vegetarian Friendly']",345,4.5,244
Pind Punjabi Indian Restaurant,Amsterdam,"['Indian', 'Asian', 'Balti', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",346,4.5,138
Restaurant Van Beeren,Amsterdam,"['Bar', 'European', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",347,4.5,291
Il Sogno Amsterdam,Amsterdam,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",348,4.5,174
Cafe Kuijper,Amsterdam,"['Cafe', 'European', 'Dutch', 'Bar', 'Vegetarian Friendly', 'Vegan Options']",349,4.5,139
Los Pilones Cantina Mexico,Amsterdam,"['Mexican', 'Latin', 'Central American', 'Vegetarian Friendly']",350,4,400
Little Thai Prince,Amsterdam,"['Asian', 'Thai', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options']",351,4,334
La Estancia Argentinian Grill,Amsterdam,"['Steakhouse', 'Argentinean', 'South American']",352,4.5,237
Castillo Tapas y Steaks,Amsterdam,"['Steakhouse', 'Mediterranean', 'European', 'Spanish', 'Argentinean']",353,4,256
Restaurant Miu,Amsterdam,"['Chinese', 'Japanese', 'Asian', 'Thai', 'Indonesian', 'Sushi', 'Gluten Free Options', 'Vegetarian Friendly']",354,4,390
Wok To Go,Amsterdam,"['Chinese', 'Fast Food', 'Asian', 'Vegetarian Friendly', 'Vegan Options']",355,4,372
Chiapas Taco-Cartel,Amsterdam,"['Mexican', 'Latin', 'Fast Food', 'Central American', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",356,4.5,118
Pendergast Smokehouse,Amsterdam,"['American', 'Barbecue', 'Gluten Free Options']",357,4.5,67
Cafe Luxembourg,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'European', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",358,4,444
Van Dobben,Amsterdam,"['Dutch', 'Fast Food', 'European']",359,4,537
Cuddle,Amsterdam,"['Bar', 'International', 'Pub', 'Vegetarian Friendly', 'Vegan Options']",360,5,116
Rijsel,Amsterdam,"['French', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",361,4.5,204
De Zotte,Amsterdam,"['Dutch', 'Bar', 'Pub', 'Belgian', 'European', 'Vegetarian Friendly']",362,4.5,296
Cafe de Doffer,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'European', 'Pub']",363,4.5,136
De knijp,Amsterdam,"['Dutch', 'European', 'Grill', 'Vegetarian Friendly', 'Gluten Free Options']",364,4,337
Bak restaurant,Amsterdam,"['Dutch', 'European', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",365,4.5,185
Sama Sebo,Amsterdam,"['Asian', 'Indonesian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",366,4,896
THE DUCHESS,Amsterdam,"['French', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",367,4,482
